sex,age,mu,sigma,nu,tau
men,58,12.2244621697032,0.40144581089802,0.348726689084173,1.71576825577419
women,58,9.84780120905302,0.394449554759515,0.456683365085395,1.75007280566321
men,59,12.1861835274765,0.392698831496715,0.340064805971567,1.69596983122292
women,59,9.83323552449152,0.385382215978138,0.455021459594438,1.73559245319109
men,60,12.1473317553019,0.381011155796488,0.330950078010431,1.67663457744199
women,60,9.81813126973049,0.373454135691349,0.45290670925495,1.72147290494726
men,61,12.1078151994821,0.370153038553431,0.321413750314148,1.65799996150612
women,61,9.80241172946427,0.362366816961974,0.450370359180314,1.70796289626018
men,62,12.0675411885584,0.363587198340625,0.311488150939293,1.64029513768193
women,62,9.78599886298623,0.355502948269802,0.447444737427108,1.69530583131261
men,63,12.0262280993031,0.363138364830059,0.301215977308071,1.62371251299131
women,63,9.76866064031366,0.354629024732837,0.444172541417534,1.68371018298218
men,64,11.9831845657849,0.367597778610227,0.290662550068887,1.60837853842228
women,64,9.74983012693878,0.358544069268961,0.440619091799998,1.67331850148615
men,65,11.9376755236799,0.375494702209585,0.279896173101109,1.59440858511015
women,65,9.72890103155181,0.365797724647208,0.436852692453868,1.66426358365856
men,66,11.8888771065491,0.385425467525354,0.268987084172098,1.58192228627304
women,66,9.7051905761112,0.37501195642297,0.432943581146505,1.65668436370705
men,67,11.8355032014062,0.396231022868842,0.258014674505089,1.57106760831919
women,67,9.67763352118743,0.385053169894955,0.428971149101144,1.65075129250749
men,68,11.7761552961486,0.40673281148268,0.247061040825342,1.56200080491702
women,68,9.64506555188148,0.394774377147335,0.425017493043045,1.64664571122373
men,69,11.7095393276651,0.415655140648525,0.236204559342646,1.55486381475576
women,69,9.60640038614063,0.402940039964962,0.421160989181997,1.64453610734751
men,70,11.635145446051,0.421945103796706,0.225482378504196,1.54962964399337
women,70,9.561189049965,0.408536385067905,0.417438785965195,1.6444138083877
men,71,11.5529526584542,0.424732614711556,0.214905980513633,1.54617114771872
women,71,9.50938207707082,0.410731415662124,0.41386236559628,1.64616326790265
men,72,11.4629797555215,0.423240075442928,0.204486269518046,1.54436397533488
women,72,9.45096258092482,0.408786565733345,0.410442632222341,1.64967026707602
men,73,11.3657072716104,0.417959262439269,0.194227406346777,1.54398638320986
women,73,9.3862949988796,0.403191443203061,0.40718374667272,1.65471457760403
men,74,11.2621649541374,0.410869224851598,0.184125152695093,1.54469231354192
women,74,9.31620060813286,0.395866258211882,0.404081470642684,1.66093927694204
men,75,11.1533971693475,0.403955700389163,0.174174742673804,1.54612992838974
women,75,9.24151834546823,0.388728278682312,0.401131038243043,1.66797639079721
men,76,11.0404761063537,0.398527875483207,0.164370927014576,1.54798914153682
women,76,9.16311588953873,0.383035140631424,0.398327200205464,1.67549819719918
men,77,10.9245770091909,0.394430022698836,0.154707220887327,1.55006544764943
women,77,9.08195241859147,0.378632074125604,0.395663471699862,1.68328724686573
men,78,10.8068553540404,0.391305533013527,0.145176944869906,1.55217021054566
women,78,8.99897706893439,0.375172455371663,0.393133173304089,1.6911404765614
men,79,10.6883650574681,0.388954668781037,0.13577200329393,1.55413920605352
women,79,8.9150606034949,0.372461567361852,0.390728209349761,1.69887880905269
men,80,10.5697983810831,0.387957221867523,0.12647635398541,1.55595012716091
women,80,8.83077743359018,0.371051198921614,0.38843253766289,1.70647644437073
men,81,10.4517087731776,0.38916708177053,0.117271185052917,1.55763041108681
women,81,8.74658962569563,0.371752259716059,0.386227346352044,1.71396198693372
men,82,10.3346063327962,0.393411618054349,0.108137688666509,1.55920793255729
women,82,8.6629259768323,0.375346371042446,0.384093827587284,1.72136491222197
men,83,10.2187176111791,0.400676646870205,0.0990571510619218,1.56071380849581
women,83,8.57998004734094,0.381809378307219,0.382013267604345,1.72871868459278
men,84,10.1040723465089,0.410317963438749,0.0900109264477056,1.56218153489988
women,84,8.49778114579574,0.390517600687937,0.379967020611777,1.73605986070501
