age,sex,race3,educ,year,pop
31,1,1,1,2001,172390.169049326
31,1,1,2,2001,448985.820485328
31,1,2,1,2001,91454.0135156611
31,1,2,2,2001,608742.996949686
31,2,1,1,2001,135465.985466281
31,2,1,2,2001,482349.006571815
31,2,2,1,2001,84123.5635067759
31,2,2,2,2001,676935.444455128
32,1,1,1,2001,179156.789531134
32,1,1,2,2001,444126.042249759
32,1,2,1,2001,98160.946040126
32,1,2,2,2001,594006.222178982
32,2,1,1,2001,145513.798013022
32,2,1,2,2001,465928.430811152
32,2,2,1,2001,89149.3377102289
32,2,2,2,2001,671859.433465597
33,1,1,1,2001,182316.153250513
33,1,1,2,2001,433175.857373376
33,1,2,1,2001,98068.862176174
33,1,2,2,2001,592153.127199937
33,2,1,1,2001,151067.907952779
33,2,1,2,2001,455153.109492443
33,2,2,1,2001,92416.0007908172
33,2,2,2,2001,665405.981763962
34,1,1,1,2001,181661.316932475
34,1,1,2,2001,412805.082687218
34,1,2,1,2001,101053.270185391
34,1,2,2,2001,593511.330194917
34,2,1,1,2001,156028.730886814
34,2,1,2,2001,437907.428505849
34,2,2,1,2001,97001.2491301169
34,2,2,2,2001,660347.591477221
35,1,1,1,2001,177221.820237557
35,1,1,2,2001,402148.77563006
35,1,2,1,2001,98495.4340320875
35,1,2,2,2001,589355.970100296
35,2,1,1,2001,154100.381370685
35,2,1,2,2001,422146.853368387
35,2,2,1,2001,94386.9561959921
35,2,2,2,2001,664339.809064936
36,1,1,1,2001,182956.705278904
36,1,1,2,2001,392372.621496425
36,1,2,1,2001,99340.7202827522
36,1,2,2,2001,571904.952941919
36,2,1,1,2001,160517.532697311
36,2,1,2,2001,413488.998582166
36,2,2,1,2001,98353.1603240154
36,2,2,2,2001,645748.308396508
37,1,1,1,2001,179984.790822059
37,1,1,2,2001,379753.988395975
37,1,2,1,2001,97339.8463741835
37,1,2,2,2001,569435.374407783
37,2,1,1,2001,160304.050622938
37,2,1,2,2001,403358.288846087
37,2,2,1,2001,100908.340782743
37,2,2,2,2001,636022.319748232
38,1,1,1,2001,178954.152775716
38,1,1,2,2001,366872.519207676
38,1,2,1,2001,99308.2244254241
38,1,2,2,2001,558355.103591185
38,2,1,1,2001,158689.52011236
38,2,1,2,2001,393936.56295566
38,2,2,1,2001,96989.8461298028
38,2,2,2,2001,629491.070802177
39,1,1,1,2001,171230.65371309
39,1,1,2,2001,358202.961587634
39,1,2,1,2001,97003.2818061236
39,1,2,2,2001,550263.102893153
39,2,1,1,2001,157941.966706526
39,2,1,2,2001,376928.831966789
39,2,2,1,2001,99416.4627846861
