year,agegroup,sex,race3,educ,deaths,pop,mortality_rate
2008,35-39,1,2,2,11.4874796428543,661106.604162317,1.73761380850369e-05
2008,35-39,2,1,1,64.0497023479966,3091557.00579446,2.07176197068174e-05
2008,35-39,2,1,2,4.1771545009563,366756.980994506,1.13894341959884e-05
2008,35-39,2,2,1,48.8893029455433,2677549.43894973,1.82589730125469e-05
2008,35-39,2,2,2,12.9412860738203,865914.574261307,1.49452226102791e-05
2008,40-44,1,1,1,109.530817595233,2933321.29164246,3.73402047390121e-05
2008,40-44,1,1,2,14.2247815058744,216120.136281098,6.58188623727908e-05
2008,40-44,1,2,1,90.8158855214388,2507688.10730885,3.62149843342755e-05
2008,40-44,1,2,2,16.5119791857161,587316.464767594,2.8114279398331e-05
2008,40-44,2,1,1,72.1565465908374,2884304.79947373,2.50169630491213e-05
2008,40-44,2,1,2,5.55050358391057,305076.156038901,1.81938295538338e-05
2008,40-44,2,2,1,88.0181779863972,2672888.93759849,3.29299795245061e-05
2008,40-44,2,2,2,12.3534284893189,769705.106888882,1.60495602520438e-05
2008,45-49,1,1,1,173.009527865641,2481892.73310791,6.97087047952282e-05
2008,45-49,1,1,2,8.50866530486761,182693.754784252,4.6573378027704e-05
2008,45-49,1,2,1,203.660045375979,2289676.33243571,8.89470893728156e-05
2008,45-49,1,2,2,22.9691780499225,551346.179672131,4.16601744907012e-05
2008,45-49,2,1,1,93.5968744322287,2497326.6131592,3.74788279350556e-05
2008,45-49,2,1,2,18.9906701746551,245937.525594291,7.72174564608042e-05
2008,45-49,2,2,1,113.426058928634,2506459.36432657,4.52535000339449e-05
2008,45-49,2,2,2,22.095985505578,691116.496919943,3.19714340549703e-05
2008,50-54,1,1,1,303.188941223264,2033001.97843049,0.000149133618383063
2008,50-54,1,1,2,13.2977605799677,136828.196215991,9.7185820961759e-05
2008,50-54,1,2,1,309.365751012659,1958709.23089864,0.000157943683591426
2008,50-54,1,2,2,31.3849312621538,461440.594454888,6.80151066882827e-05
2008,50-54,2,1,1,144.348362826462,2115066.09421091,6.82476841842219e-05
2008,50-54,2,1,2,5.83225708389745,177794.25954595,3.28034048950278e-05
2008,50-54,2,2,1,149.830859123166,2197924.51300578,6.81692470494652e-05
2008,50-54,2,2,2,33.1356707676233,535457.133237366,6.18829570301651e-05
2008,55-59,1,1,1,362.917943121399,1605075.16934008,0.00022610650893728
2008,55-59,1,1,2,14.1764821531797,97064.8731712089,0.000146051621869163
2008,55-59,1,2,1,396.611871581699,1627940.57756218,0.000243627978224869
2008,55-59,1,2,2,51.5917881732292,350440.379926533,0.000147219872846973
2008,55-59,2,1,1,141.787070653924,1729442.59263165,8.19842597019483e-05
2008,55-59,2,1,2,36.1418023235493,110493.835501932,0.000327093381810583
2008,55-59,2,2,1,199.237720040644,1886371.91169574,0.000105619532821362
2008,55-59,2,2,2,0,377842.660170672,0
2008,60-64,1,1,1,450.532067105643,1236395.61745174,0.000364391510893743
2008,60-64,1,1,2,15.5844425728367,58342.7456845053,0.000267118771836884
2008,60-64,1,2,1,553.45726073558,1282836.87327939,0.000431432298419008
2008,60-64,1,2,2,47.81175289077,241969.763584362,0.000197593914969052
2008,60-64,2,1,1,191.145034079192,1350564.58818274,0.00014152972449573
2008,60-64,2,1,2,14.7034641599379,59148.7919203134,0.00024858435282578
2008,60-64,2,2,1,222.636216339265,1564772.37709781,0.000142280257242392
2008,60-64,2,2,2,26.7163459607118,232689.242799136,0.00011481556104325
2008,65-69,1,1,1,472.144803674562,933701.387941832,0.000505670024455373
2008,65-69,1,1,2,18.827860269231,31620.071536309,0.000595440154131566
2008,65-69,1,2,1,634.092103879942,995014.219947504,0.000637269388887122
2008,65-69,1,2,2,61.3637519883815,152627.320574356,0.00040204959215337
2008,65-69,2,1,1,202.638810837925,1045235.5349709,0.000193869041051657
2008,65-69,2,1,2,5.62885585660902,28970.379682184,0.000194296930808629
2008,65-69,2,2,1,250.381365909116,1284498.11195665,0.000194925444871004
2008,65-69,2,2,2,15.560423870058,134474.97339026,0.00011571241456877
2008,70-74,1,1,1,513.083061806523,682742.847238052,0.000751502654157614
2008,70-74,1,1,2,15.4205291799775,17702.2563562757,0.000871105291304332
2008,70-74,1,2,1,725.784690535171,779787.554544921,0.000930746696718869
2008,70-74,1,2,2,54.1843187432937,98546.3418607505,0.000549835922066575
2008,70-74,2,1,1,212.482628436638,793591.765104055,0.000267748025849006
2008,70-74,2,1,2,2.79582405837682,15083.0684513224,0.000185361756289828
2008,70-74,2,2,1,323.289623995548,1077601.90926343,0.000300008399406534
2008,70-74,2,2,2,19.6784988519029,81409.2571811901,0.000241723110285911
2008,75-79,1,1,1,407.639380154005,434831.918502799,0.00093746425413658
2008,75-79,1,1,2,10.0474495108382,8252.99316437667,0.00121743097452293
2008,75-79,1,2,1,608.960150966992,535170.894869168,0.0011378798002755
