year,agegroup,sex,race3,educ,deaths,pop,mortality_rate
2010,15-19,2,1,2,1.28676009670765,212851.510759916,6.04534161920532e-06
2010,15-19,2,2,1,35.1418619514641,3300770.74480275,1.06465624753846e-05
2010,15-19,2,2,2,0,441273.734892719,0
2010,20-24,1,1,1,67.8405530051343,4396208.90815146,1.54316035526301e-05
2010,20-24,1,1,2,7.26863067912153,496026.137493422,1.46537251360427e-05
2010,20-24,1,2,1,50.4606769259014,2815435.46306631,1.79228675591606e-05
2010,20-24,1,2,2,5.60674188065572,1038445.49128881,5.39916820640939e-06
2010,20-24,2,1,1,74.7589316267593,4030108.91596984,1.85501020407953e-05
2010,20-24,2,1,2,5.43701320921886,696921.172934834,7.80147514577986e-06
2010,20-24,2,2,1,40.1581795837819,2633454.53290513,1.52492397654882e-05
2010,20-24,2,2,2,9.693353692637,1370178.3781902,7.07451952747967e-06
2010,25-29,1,1,1,109.458527291613,4162977.76839452,2.62933249662359e-05
2010,25-29,1,1,2,6.92775489187422,518475.893242983,1.33617685646718e-05
2010,25-29,1,2,1,65.1654810144157,2783626.51160266,2.34102817827011e-05
2010,25-29,1,2,2,27.729991921028,1109525.82675984,2.49926511418019e-05
2010,25-29,2,1,1,98.9781738811475,3932989.01454058,2.51661455232184e-05
2010,25-29,2,1,2,9.62287801622267,708684.792423681,1.3578502204503e-05
2010,25-29,2,2,1,52.0936596534444,2682812.0041784,1.94175587302838e-05
2010,25-29,2,2,2,21.3717578065413,1435018.18885734,1.48930222435431e-05
2010,30-34,1,1,1,216.937726734715,3836286.48838094,5.65488858540049e-05
2010,30-34,1,1,2,16.0155368730327,420518.591973068,3.8085205217415e-05
2010,30-34,1,2,1,114.392010915304,2657019.06267225,4.30527625948818e-05
2010,30-34,1,2,2,10.1360009671788,907462.856973741,1.11696042314954e-05
2010,30-34,2,1,1,163.958460583265,3684054.46126777,4.45048959799697e-05
2010,30-34,2,1,2,15.9605581098754,600788.299379361,2.65660268789577e-05
2010,30-34,2,2,1,123.052484497195,2658338.30601905,4.62892492722154e-05
2010,30-34,2,2,2,26.1486529556539,1191480.93333382,2.19463461177584e-05
2010,35-39,1,1,1,346.722771277476,3374833.3303462,0.000102737746530999
2010,35-39,1,1,2,10.0707858877275,309659.731804213,3.25221036298478e-05
2010,35-39,1,2,1,195.737374825945,2480241.6437057,7.89186712200737e-05
2010,35-39,1,2,2,22.2428835029483,692792.294143895,3.21061358374872e-05
2010,35-39,2,1,1,298.999604348984,3275548.93612293,9.12822889170119e-05
2010,35-39,2,1,2,36.1580916887144,453760.807826397,7.96853563927628e-05
2010,35-39,2,2,1,225.287077015604,2568480.80046545,8.77121904025049e-05
2010,35-39,2,2,2,41.7750871287212,919790.455585229,4.54180480728529e-05
2010,40-44,1,1,1,630.467678457528,3114025.85076733,0.000202460643768315
2010,40-44,1,1,2,40.0532407490665,246838.741796932,0.000162264806802561
2010,40-44,1,2,1,393.625951175903,2452059.01628055,0.000160528742808557
2010,40-44,1,2,2,36.334703185468,592554.39115519,6.13187645350719e-05
2010,40-44,2,1,1,592.18898752485,3039349.37102642,0.000194840709386714
2010,40-44,2,1,2,40.5410553806744,367919.039358388,0.000110190153386391
2010,40-44,2,2,1,441.006985717373,2572696.15944099,0.000171418215905137
2010,40-44,2,2,2,55.675300522459,798727.430174203,6.97050062626698e-05
2010,45-49,1,1,1,938.578894822696,2681340.81335708,0.000350040878857015
2010,45-49,1,1,2,42.5959122845981,210155.081697888,0.000202687995648055
2010,45-49,1,2,1,698.780750769755,2305881.75704143,0.000303042750841798
2010,45-49,1,2,2,63.3915027069609,571138.347903596,0.000110991501340514
2010,45-49,2,1,1,883.180208463523,2697429.01226214,0.000327415551789762
2010,45-49,2,1,2,61.0091591372829,297289.173521016,0.000205218233865385
2010,45-49,2,2,1,660.815962053319,2490733.50367415,0.000265309781668144
2010,45-49,2,2,2,75.6082336445445,738471.310542694,0.000102384794866277
2010,50-54,1,1,1,1316.88639739011,2239003.8822879,0.000588157263954569
2010,50-54,1,1,2,60.381254028804,160016.990584511,0.000377342767216424
2010,50-54,1,2,1,1120.93144550725,2007726.64101482,0.000558308796928982
2010,50-54,1,2,2,143.3572188812,493254.486112771,0.000290635408125664
2010,50-54,2,1,1,1082.9616033789,2332126.36614823,0.000464366605128491
2010,50-54,2,1,2,51.9821569621872,222623.590611172,0.000233497972157756
2010,50-54,2,2,1,888.917483747419,2228030.58009174,0.000398970055299159
2010,50-54,2,2,2,119.921414333547,593990.463148856,0.00020189114434232
2010,55-59,1,1,1,1729.52965235369,1769693.9563096,0.000977304378639759
2010,55-59,1,1,2,99.8605733516162,116885.458056541,0.000854345570544034
2010,55-59,1,2,1,1667.13058663287,1682928.15848911,0.000990613044427026
2010,55-59,1,2,2,194.448323395696,385313.427144752,0.00050464974666623
2010,55-59,2,1,1,1318.39029648267,1915503.71585685,0.000688273421538585
2010,55-59,2,1,2,61.3204789061705,143625.569171299,0.000426946812186588
2010,55-59,2,2,1,1144.68664902852,1932697.39143161,0.000592274121185941
2010,55-59,2,2,2,111.564920399308,440916.323540242,0.00025302968940574
2010,60-64,1,1,1,2195.5391813069,1378980.09304351,0.0015921471182816
2010,60-64,1,1,2,104.954715385472,73523.6353083983,0.00142749627307239
2010,60-64,1,2,1,2135.3577963439,1348911.71775374,0.00158302264576646
2010,60-64,1,2,2,197.386014788091,280545.55389436,0.00070357919435222
2010,60-64,2,1,1,1548.00490499518,1511211.19855838,0.00102434716370015
2010,60-64,2,1,2,42.770188997193,81510.4399240434,0.0005247203798317
2010,60-64,2,2,1,1412.12109237719,1638636.69976437,0.000861765815803008
2010,60-64,2,2,2,135.249497004201,283421.661753208,0.000477202399306975
2010,65-69,1,1,1,2607.12048419162,1024332.18638804,0.00254519043610721
2010,65-69,1,1,2,77.2168156330313,39297.8835747117,0.00196491028546689
2010,65-69,1,2,1,2741.08007543645,1019626.24590177,0.00268831847596491
2010,65-69,1,2,2,224.188664839405,170741.684135489,0.00131302830925284
