year,agegroup,sex,race3,educ,deaths,pop,mortality_rate
2011,00-04,2,2,1,0,3458507.80063571,0
2011,00-04,2,2,2,0,0,0
2011,05-09,1,1,1,0,4578077.959699,0
2011,05-09,1,1,2,0,0,0
2011,05-09,1,2,1,1.00203848911063,3384454.04030101,2.96070940003521e-07
2011,05-09,1,2,2,0,0,0
2011,05-09,2,1,1,0,4315063.53731302,0
2011,05-09,2,1,2,0,0,0
2011,05-09,2,2,1,1.00086873742277,3322908.46268698,3.01202620734682e-07
2011,05-09,2,2,2,0,0,0
2011,10-14,1,1,1,11.8703021017721,5215032.55086671,2.27617028004923e-06
2011,10-14,1,1,2,0,0,0
2011,10-14,1,2,1,2.15823674577675,3545835.44913329,6.08668049247543e-07
2011,10-14,1,2,2,0,0,0
2011,10-14,2,1,1,2.00173747484554,4981116.40506566,4.01865227002089e-07
2011,10-14,2,1,2,0,0,0
2011,10-14,2,2,1,0,3474858.59493434,0
2011,10-14,2,2,2,0,0,0
2011,15-19,1,1,1,38.332218134283,4961113.43902439,7.72653530410325e-06
2011,15-19,1,1,2,0,148359.324081593,0
2011,15-19,1,2,1,21.6525232163923,3260006.94877299,6.64186412993443e-06
2011,15-19,1,2,2,1.13960648507328,323787.288121033,3.51961465716124e-06
2011,15-19,2,1,1,7.70668927815533,4653013.63029697,1.65627911080575e-06
2011,15-19,2,1,2,3.30286683349514,226280.915650236,1.45963119514701e-05
2011,15-19,2,2,1,7.00608116195939,3196734.25535778,2.19163702776265e-06
2011,15-19,2,2,2,0,469105.198695007,0
2011,20-24,1,1,1,83.8258371503904,4414551.44699697,1.89885287682882e-05
2011,20-24,1,1,2,5.66390791556692,517132.366189526,1.09525303111489e-05
2011,20-24,1,2,1,37.5675495089051,2696896.14251333,1.39299207398823e-05
2011,20-24,1,2,2,8.217901455073,1082795.04430018,7.58952628969993e-06
2011,20-24,2,1,1,20.2397900234382,4028164.94243985,5.02456833636485e-06
2011,20-24,2,1,2,1.44569928738845,728286.271152395,1.98507008116583e-06
2011,20-24,2,2,1,13.6308789953768,2497831.61303131,5.45708482680089e-06
2011,20-24,2,2,2,3.71751245328457,1431210.17337644,2.59746089179508e-06
2011,25-29,1,1,1,150.48048452008,4233573.74963318,3.55445525268381e-05
2011,25-29,1,1,2,8.92680840373354,539382.840109165,1.65500415288089e-05
2011,25-29,1,2,1,81.2056305317788,2702290.44159141,3.00506671236849e-05
2011,25-29,1,2,2,17.9130067349512,1154463.96866625,1.5516297798056e-05
2011,25-29,2,1,1,50.3757090835622,3982990.90276821,1.2647708798067e-05
2011,25-29,2,1,2,1.36150565090709,738306.185777877,1.84409351720737e-06
2011,25-29,2,2,1,33.2596380435874,2577810.78691339,1.29022805756088e-05
2011,25-29,2,2,2,11.0865460145291,1495029.12454053,7.41560537687614e-06
2011,30-34,1,1,1,252.849510189431,3968387.14622036,6.37159382068493e-05
2011,30-34,1,1,2,12.3945838328153,443810.339755575,2.79276590077677e-05
2011,30-34,1,2,1,187.754223643926,2617401.26107733,7.17330683819743e-05
2011,30-34,1,2,2,28.9821955960422,952764.252946742,3.04190627496834e-05
2011,30-34,2,1,1,101.619918789159,3800543.73920124,2.67382579342494e-05
2011,30-34,2,1,2,10.8878484416957,635065.268144443,1.71444558344502e-05
2011,30-34,2,2,1,59.4706825992972,2603378.12524079,2.28436591760164e-05
2011,30-34,2,2,2,15.1840040679057,1253668.86741353,1.21116544109706e-05
2011,35-39,1,1,1,502.38675330435,3501464.21842531,0.000143479048182387
2011,35-39,1,1,2,22.9516790849703,328122.844885097,6.99484337733559e-05
2011,35-39,1,2,1,329.976459179914,2451570.61761828,0.000134597982537615
2011,35-39,1,2,2,58.5442104996622,709365.31907131,8.25304098265015e-05
2011,35-39,2,1,1,203.124755237901,3396600.94368056,5.98023608324726e-05
2011,35-39,2,1,2,14.7727094718474,482091.848436934,3.06429356143322e-05
2011,35-39,2,2,1,138.686846130481,2532045.82514092,5.47726446154517e-05
2011,35-39,2,2,2,18.7414656933083,949565.382741597,1.97368880899994e-05
2011,40-44,1,1,1,940.715445861599,3171649.79400597,0.000296601298049815
2011,40-44,1,1,2,43.280548253443,258858.425445134,0.000167197757534906
2011,40-44,1,2,1,741.747383936911,2413478.53987522,0.00030733539647519
